# Estación meteorológica Xalapa-Enríquez, México, WMO_ID=76688, selección desde 01.01.2014 hasta 03.10.2014, todos los días
# Codificación: UTF-8
# Los datos han sido presentados por el sitio web "Real pronóstico", rp5.ru 
# Por favor, al utilizar los datos mencione este sitio.
# Determinación de los parámetros meteorológicos en el enlace: http://dev.rp5.ru.local/archive.php?wmo_id=27612&lang=en http://rp5.ru/archive.php?wmo_id=76688&lang=es
#
"Hora local en Xalapa-Enríquez";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.04.2014 19:00";"27.4";"643.6";"751.1";"-0.3";"58";"Viento procedente del sur";"2";"";"";"";" ";"";"";"15.2";"31.2";"";"";"";"";"";"";"18.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.04.2014 16:00";"30.1";"643.9";"750.4";"-2.1";"44";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.04.2014 13:00";"27.8";"646.0";"753.8";"-0.9";"51";"Viento procedente del este";"1";"";"";"";" ";"";"";"15.2";"27.8";"";"";"";"";"";"";"16.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.04.2014 10:00";"23.0";"646.9";"756.7";"0.5";"69";"Viento procedente del estesureste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.04.2014 07:00";"15.7";"646.4";"759.1";"-0.1";"89";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"15.3";"27.1";"";"";"";"";"";"";"13.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.04.2014 04:00";"15.8";"646.5";"759.2";"-1.1";"89";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"06.04.2014 01:00";"17.1";"647.6";"760.0";"0.3";"96";"Viento procedente del oestenoroeste";"2";"";"";"";" ";"";"";"17.0";"27.1";"";"";"";"";"";"";"16.5";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.04.2014 22:00";"19.4";"647.3";"758.6";"0.5";"96";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.04.2014 19:00";"22.5";"646.8";"756.8";"-0.6";"79";"Viento procedente del sur-oeste";"2";"";"";"";" ";"";"";"17.1";"27.1";"";"";"";"";"";"";"18.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.04.2014 16:00";"22.0";"647.4";"757.6";"-1.5";"82";"Viento procedente del sursureste";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.04.2014 13:00";"26.1";"648.9";"757.8";"-0.7";"57";"Viento procedente del sudeste";"3";"";"";"";" ";"";"";"17.1";"26.4";"";"";"";"";"";"";"17.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.04.2014 10:00";"21.1";"649.6";"760.6";"0.9";"78";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.04.2014 07:00";"17.3";"648.7";"761.2";"0.0";"98";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"17.1";"32.9";"";"";"";"";"";"";"16.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.04.2014 04:00";"19.0";"648.7";"760.5";"-0.8";"92";"Viento procedente del norte";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"05.04.2014 01:00";"20.0";"649.5";"761.0";"0.5";"82";"Viento procedente del este";"1";"";"";"";" ";"";"";"17.5";"32.9";"";"";"";"";"";"";"16.9";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.04.2014 22:00";"20.9";"649.0";"760.0";"1.3";"72";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.04.2014 19:00";"25.7";"647.7";"756.6";"0.3";"56";"Viento procedente del este";"1";"";"";"";" ";"";"";"17.5";"32.9";"";"";"";"";"";"";"16.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.04.2014 16:00";"28.2";"647.4";"755.2";"-0.7";"48";"Viento procedente del este";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.04.2014 13:00";"32.2";"648.1";"754.6";"0.2";"30";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"17.5";"32.9";"";"";"";"";"";"";"12.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.04.2014 10:00";"28.1";"647.9";"755.9";"1.3";"32";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.04.2014 07:00";"18.8";"646.6";"758.2";"0.3";"50";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"17.5";"30.8";"";"";"";"";"";"";"8.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.04.2014 04:00";"19.1";"646.3";"757.6";"-1.6";"50";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"04.04.2014 01:00";"18.9";"647.9";"759.6";"0.2";"83";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"15.2";"30.8";"";"";"";"";"";"";"16.0";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.04.2014 22:00";"21.4";"647.7";"758.3";"1.1";"90";"Viento procedente del oestenoroeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.04.2014 19:00";"24.9";"646.6";"755.7";"0.3";"69";"Viento procedente del sursureste";"1";"";"";"";" ";"";"";"15.2";"30.8";"";"";"";"";"";"";"18.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.04.2014 16:00";"28.1";"646.3";"754.0";"-1.1";"52";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.04.2014 13:00";"28.8";"647.4";"755.0";"-0.3";"52";"Viento procedente del este";"2";"";"";"";" ";"";"";"15.2";"29.2";"";"";"";"";"";"";"18.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.04.2014 10:00";"24.2";"647.7";"757.1";"0.5";"61";"Viento procedente del estenoreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.04.2014 07:00";"15.5";"647.2";"760.3";"-0.3";"91";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"15.5";"30.0";"";"";"";"";"";"";"14.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.04.2014 04:00";"16.5";"647.5";"760.0";"-1.2";"93";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"03.04.2014 01:00";"19.0";"648.7";"760.5";"0.5";"87";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"13.4";"30.0";"";"";"";"";"";"";"16.8";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.04.2014 22:00";"19.2";"648.2";"759.7";"0.5";"92";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.04.2014 19:00";"23.7";"647.7";"757.3";"-0.2";"69";"Viento procedente del sudeste";"1";"";"";"";" ";"";"";"13.4";"30.0";"";"";"";"";"";"";"17.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.04.2014 16:00";"29.6";"647.9";"755.3";"-1.5";"39";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.04.2014 13:00";"26.7";"649.4";"758.2";"-0.8";"44";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"13.4";"26.7";"";"";"";"";"";"";"13.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.04.2014 10:00";"20.9";"650.2";"761.4";"1.0";"78";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.04.2014 07:00";"14.5";"649.2";"762.9";"0.5";"82";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"13.4";"29.7";"";"";"";"";"";"";"11.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.04.2014 04:00";"13.8";"648.7";"762.7";"-1.2";"76";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"02.04.2014 01:00";"16.3";"649.9";"763.0";"0.1";"90";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"13.4";"29.7";"";"";"";"";"";"";"14.6";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.04.2014 22:00";"18.8";"649.8";"761.8";"0.7";"94";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.04.2014 19:00";"24.5";"649.1";"758.7";"0.1";"69";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"13.4";"29.7";"";"";"";"";"";"";"18.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.04.2014 16:00";"28.7";"649.0";"757.0";"-1.3";"44";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.04.2014 13:00";"26.5";"650.3";"759.4";"-0.2";"49";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"13.4";"27.1";"";"";"";"";"";"";"14.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.04.2014 10:00";"23.5";"650.5";"760.8";"1.2";"51";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.04.2014 07:00";"13.7";"649.3";"763.5";"0.3";"80";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"13.7";"26.9";"";"";"";"";"";"";"10.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.04.2014 04:00";"14.2";"649.0";"762.7";"-0.9";"90";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"01.04.2014 01:00";"15.9";"649.9";"763.2";"0.0";"94";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"12.3";"26.9";"";"";"";"";"";"";"14.9";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.03.2014 22:00";"17.8";"649.9";"762.4";"0.9";"98";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.03.2014 19:00";"22.4";"649.0";"759.4";"-0.3";"73";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"12.3";"26.9";"";"";"";"";"";"";"17.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.03.2014 16:00";"25.0";"649.3";"758.7";"-1.3";"57";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.03.2014 13:00";"24.5";"650.6";"760.4";"-5.1";"54";"Viento procedente del estesureste";"3";"";"";"";" ";"";"";"12.3";"24.7";"";"";"";"";"";"";"14.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.03.2014 10:00";"21.8";"655.7";"767.5";"6.0";"57";"Viento procedente del sur";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.03.2014 07:00";"12.4";"649.7";"764.5";"-0.2";"98";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"12.4";"22.8";"";"";"";"";"";"";"12.1";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.03.2014 04:00";"12.7";"649.9";"764.5";"-1.3";"99";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"31.03.2014 01:00";"14.7";"651.2";"765.2";"0.2";"99";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"14.7";"22.8";"";"";"";"";"";"";"14.5";"5.0";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.03.2014 22:00";"15.4";"651.0";"764.6";"-0.7";"96";"Viento procedente del sur-oeste";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"5.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.03.2014 19:00";"16.0";"651.7";"765.1";"0.0";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"15.5";"22.8";"";"";"";"";"";"";"15.8";"18.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.03.2014 16:00";"19.6";"651.7";"763.7";"-1.5";"76";"Viento procedente del sudeste";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.03.2014 13:00";"20.0";"653.2";"765.3";"0.0";"76";"Viento procedente del sur-oeste";"2";"";"";"";" ";"";"";"15.5";"22.1";"";"";"";"";"";"";"15.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.03.2014 10:00";"21.7";"653.2";"764.7";"0.9";"67";"Viento procedente del este";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"2.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.03.2014 07:00";"15.8";"652.3";"766.0";"0.3";"95";"Viento procedente del norte";"4";"";"";"";" ";"";"";"15.5";"";"";"";"";"";"";"";"15.0";"2.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.03.2014 04:00";"16.3";"652.0";"765.5";"-1.0";"97";"Viento procedente del estenoreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"30.03.2014 00:00";"16.5";"653.0";"766.6";"0.9";"98";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"14.9";"29.0";"";"";"";"";"";"";"16.1";"6.0";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"29.03.2014 21:00";"17.5";"652.1";"765.1";"1.3";"92";"Viento procedente del este";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"6.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"29.03.2014 18:00";"19.2";"650.8";"762.9";"";"92";"Viento procedente del sur-oeste";"2";"";"";"";" ";"";"";"14.9";"29.0";"";"";"";"";"";"";"17.8";"1.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"29.03.2014 12:00";"28.0";"651.4";"760.0";"0.0";"44";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"14.9";"28.8";"";"";"";"";"";"";"14.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"29.03.2014 09:00";"23.0";"651.4";"762.1";"1.5";"57";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"29.03.2014 06:00";"15.8";"649.9";"763.2";"0.7";"65";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"15.6";"";"";"";"";"";"";"";"9.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"29.03.2014 03:00";"17.8";"649.2";"761.5";"-1.0";"65";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"29.03.2014 00:00";"17.3";"650.2";"763.0";"";"74";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"15.5";"32.1";"";"";"";"";"";"";"12.5";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.03.2014 12:00";"31.2";"648.4";"755.3";"-0.3";"36";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"15.5";"32.0";"";"";"";"";"";"";"14.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.03.2014 09:00";"26.9";"648.7";"757.3";"1.3";"48";"Viento procedente del estenoreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.03.2014 06:00";"16.3";"647.4";"760.0";"-0.1";"81";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"16.0";"";"";"";"";"";"";"";"13.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.03.2014 03:00";"17.0";"647.5";"759.8";"-1.2";"95";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"28.03.2014 00:00";"17.8";"648.7";"761.0";"-0.3";"89";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"13.0";"31.0";"";"";"";"";"";"";"15.9";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.03.2014 21:00";"19.9";"649.0";"760.6";"";"95";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.03.2014 15:00";"29.9";"647.5";"754.7";"-1.5";"44";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.03.2014 12:00";"28.5";"649.0";"757.0";"-0.6";"43";"Viento procedente del estesureste";"2";"";"";"";" ";"";"";"13.0";"29.0";"";"";"";"";"";"";"14.6";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.03.2014 09:00";"22.5";"649.6";"760.0";"0.9";"64";"Viento procedente del estenoreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.03.2014 06:00";"13.4";"648.7";"762.7";"-0.3";"99";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"13.4";"21.3";"";"";"";"";"";"";"13.2";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.03.2014 03:00";"14.4";"649.0";"762.7";"-1.2";"99";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"27.03.2014 00:00";"15.7";"650.2";"763.6";"-0.3";"99";"Viento procedente del sur";"2";"";"";"";" ";"";"";"14.3";"21.3";"";"";"";"";"";"";"15.6";"2.0";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"26.03.2014 21:00";"16.7";"650.5";"763.4";"1.2";"99";"Viento procedente del sursuroeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"2.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"26.03.2014 18:00";"17.5";"649.3";"761.8";"-0.6";"96";"Viento procedente del sur";"1";"";"";"";" ";"";"";"14.3";"21.3";"";"";"";"";"";"";"16.8";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"26.03.2014 15:00";"18.7";"649.9";"762.1";"-1.7";"87";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"26.03.2014 12:00";"20.1";"651.6";"763.4";"-0.4";"72";"Viento procedente del sudeste";"2";"";"";"";" ";"";"";"14.3";"20.8";"";"";"";"";"";"";"14.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"26.03.2014 09:00";"17.1";"652.0";"765.1";"1.3";"90";"Viento procedente del sur-oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"26.03.2014 06:00";"14.9";"650.7";"764.5";"-0.1";"97";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"14.3";"";"";"";"";"";"";"";"14.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"26.03.2014 03:00";"14.8";"650.8";"764.7";"-1.4";"97";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"0.2";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"26.03.2014 00:00";"15.4";"652.2";"766.1";"0.2";"98";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"15.3";"";"";"";"";"";"";"";"15.1";"2.0";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"25.03.2014 21:00";"15.9";"652.0";"765.6";"";"97";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"2.0";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"25.03.2014 03:00";"17.4";"649.9";"762.4";"-0.7";"94";"Calma, escampado";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"25.03.2014 00:00";"17.5";"650.6";"763.3";"0.4";"88";"Viento procedente del oeste";"1";"";"";"";" ";"";"";"17.3";"26.7";"";"";"";"";"";"";"15.4";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"24.03.2014 21:00";"18.9";"650.2";"762.3";"1.2";"95";"Viento procedente del oestesuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.1";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"24.03.2014 18:00";"20.4";"649.0";"760.2";"0.0";"89";"Viento procedente del sur";"2";"";"";"";" ";"";"";"17.3";"26.7";"";"";"";"";"";"";"18.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"24.03.2014 15:00";"23.2";"649.0";"759.2";"-1.8";"74";"Viento procedente del estesureste";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.3";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"24.03.2014 12:00";"25.6";"650.8";"760.3";"-1.0";"58";"Viento procedente del sursureste";"2";"";"";"";" ";"";"";"17.3";"25.9";"";"";"";"";"";"";"16.8";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"24.03.2014 09:00";"20.2";"651.8";"763.6";"0.9";"79";"Viento procedente del sursuroeste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"24.03.2014 06:00";"17.8";"650.9";"763.6";"0.1";"92";"Viento procedente del oestesuroeste";"2";"";"";"";" ";"";"";"17.5";"30.7";"";"";"";"";"";"";"16.5";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"24.03.2014 03:00";"18.3";"650.8";"763.3";"-0.9";"92";"Viento procedente del oeste";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"24.03.2014 00:00";"20.6";"651.7";"763.3";"0.6";"88";"Viento procedente del este";"1";"";"";"";" ";"";"";"14.8";"30.7";"";"";"";"";"";"";"18.6";"Sin precipitación";"12";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
"23.03.2014 21:00";"20.7";"651.1";"762.6";"1.4";"90";"Viento procedente del noreste";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.0";"Sin precipitación";"3";"Seco (sin ranuras, polvo visible o arena movidiza)";"";"";"";
